Windows version,Cipher suite string,Allowed by SCH_USE_STRONG_CRYPTO,TLS/SSL Protocol versions,Comment
7,TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA_P384,True,TLS 1.0,
7,TLS_DHE_DSS_WITH_AES_256_CBC_SHA256,True,TLS 1.2,
7,TLS_DHE_DSS_WITH_AES_128_CBC_SHA256,True,TLS 1.2,
7,TLS_DHE_DSS_WITH_AES_256_CBC_SHA,True,TLS 1.2,
7,TLS_DHE_DSS_WITH_AES_256_CBC_SHA,True,TLS 1.1,
7,TLS_DHE_DSS_WITH_AES_256_CBC_SHA,True,TLS 1.0,
7,TLS_DHE_DSS_WITH_AES_128_CBC_SHA,True,TLS 1.2,
7,TLS_DHE_DSS_WITH_AES_128_CBC_SHA,True,TLS 1.1,
7,TLS_DHE_DSS_WITH_AES_128_CBC_SHA,True,TLS 1.0,
7,TLS_RSA_WITH_3DES_EDE_CBC_SHA,True,TLS 1.2,
7,TLS_RSA_WITH_3DES_EDE_CBC_SHA,True,TLS 1.1,
7,TLS_RSA_WITH_3DES_EDE_CBC_SHA,True,TLS 1.0,
7,TLS_DHE_DSS_WITH_3DES_EDE_CBC_SHA,True,TLS 1.2,
7,TLS_DHE_DSS_WITH_3DES_EDE_CBC_SHA,True,TLS 1.1,
7,TLS_DHE_DSS_WITH_3DES_EDE_CBC_SHA,True,TLS 1.0,
7,TLS_DHE_DSS_WITH_3DES_EDE_CBC_SHA,True,SSL 3.0,
7,TLS_RSA_WITH_RC4_128_SHA,False,TLS 1.2,
7,TLS_RSA_WITH_RC4_128_SHA,False,TLS 1.1,
7,TLS_RSA_WITH_RC4_128_SHA,False,TLS 1.0,
7,TLS_RSA_WITH_RC4_128_SHA,False,SSL 3.0,
7,TLS_RSA_WITH_RC4_128_MD5,False,TLS 1.2,
7,TLS_RSA_WITH_RC4_128_MD5,False,TLS 1.1,
7,TLS_RSA_WITH_RC4_128_MD5,False,TLS 1.0,
7,TLS_RSA_WITH_RC4_128_MD5,False,SSL 3.0,
7,TLS_RSA_WITH_NULL_SHA256,True,TLS 1.2,
7,TLS_RSA_WITH_NULL_SHA256,True,,Only used when application explicitly requests.
7,TLS_RSA_WITH_NULL_SHA,True,TLS 1.2,
7,TLS_RSA_WITH_NULL_SHA,True,TLS 1.1,
7,TLS_RSA_WITH_NULL_SHA,True,TLS 1.0,
7,TLS_RSA_WITH_NULL_SHA,True,SSL 3.0,
7,TLS_RSA_WITH_NULL_SHA,True,,Only used when application explicitly requests.
7,SSL_CK_RC4_128_WITH_MD5,False,SSL 2.0,
7,SSL_CK_RC4_128_WITH_MD5,False,,Only used when application explicitly requests.
7,SSL_CK_DES_192_EDE3_CBC_WITH_MD5,True,SSL 2.0,
7,SSL_CK_DES_192_EDE3_CBC_WITH_MD5,True,,Only used when application explicitly requests.
8.1,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA384_P256,True,TLS 1.2,
8.1,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA384_P384,True,TLS 1.2,
8.1,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256_P256,True,TLS 1.2,
8.1,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256_P384,True,TLS 1.2,
8.1,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA_P256,True,TLS 1.2,
8.1,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA_P256,True,TLS 1.1,
8.1,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA_P256,True,TLS 1.0,
8.1,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA_P384,True,TLS 1.2,
8.1,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA_P384,True,TLS 1.1,
8.1,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA_P384,True,TLS 1.0,
8.1,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA_P256,True,TLS 1.2,
8.1,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA_P256,True,TLS 1.1,
8.1,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA_P256,True,TLS 1.0,
8.1,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA_P384,True,TLS 1.2,
8.1,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA_P384,True,TLS 1.1,
8.1,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA_P384,True,TLS 1.0,
8.1,TLS_DHE_RSA_WITH_AES_256_GCM_SHA384,True,TLS 1.2,
8.1,TLS_DHE_RSA_WITH_AES_128_GCM_SHA256,True,TLS 1.2,
8.1,TLS_DHE_RSA_WITH_AES_256_CBC_SHA,True,TLS 1.2,
8.1,TLS_DHE_RSA_WITH_AES_256_CBC_SHA,True,TLS 1.1,
8.1,TLS_DHE_RSA_WITH_AES_256_CBC_SHA,True,TLS 1.0,
8.1,TLS_DHE_RSA_WITH_AES_128_CBC_SHA,True,TLS 1.2,
8.1,TLS_DHE_RSA_WITH_AES_128_CBC_SHA,True,TLS 1.1,
8.1,TLS_DHE_RSA_WITH_AES_128_CBC_SHA,True,TLS 1.0,
8.1,TLS_RSA_WITH_AES_256_GCM_SHA384,True,TLS 1.2,
8.1,TLS_RSA_WITH_AES_128_GCM_SHA256,True,TLS 1.2,
8.1,TLS_RSA_WITH_AES_256_CBC_SHA256,True,TLS 1.2,
8.1,TLS_RSA_WITH_AES_128_CBC_SHA256,True,TLS 1.2,
8.1,TLS_RSA_WITH_AES_256_CBC_SHA,True,TLS 1.2,
8.1,TLS_RSA_WITH_AES_256_CBC_SHA,True,TLS 1.1,
8.1,TLS_RSA_WITH_AES_256_CBC_SHA,True,TLS 1.0,
8.1,TLS_RSA_WITH_AES_128_CBC_SHA,True,TLS 1.2,
8.1,TLS_RSA_WITH_AES_128_CBC_SHA,True,TLS 1.1,
8.1,TLS_RSA_WITH_AES_128_CBC_SHA,True,TLS 1.0,
8.1,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384_P384,True,TLS 1.2,
8.1,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256_P256,True,TLS 1.2,
8.1,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256_P384,True,TLS 1.2,
8.1,TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA384_P384,True,TLS 1.2,
8.1,TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA256_P256,True,TLS 1.2,
8.1,TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA256_P384,True,TLS 1.2,
8.1,TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA_P256,True,TLS 1.2,
8.1,TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA_P256,True,TLS 1.1,
8.1,TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA_P256,True,TLS 1.0,
8.1,TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA_P384,True,TLS 1.2,
8.1,TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA_P384,True,TLS 1.1,
8.1,TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA_P384,True,TLS 1.0,
8.1,TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA_P256,True,TLS 1.2,
8.1,TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA_P256,True,TLS 1.1,
8.1,TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA_P256,True,TLS 1.0,
8.1,TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA_P384,True,TLS 1.2,
8.1,TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA_P384,True,TLS 1.1,
8.1,TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA_P384,True,TLS 1.0,
8.1,TLS_DHE_DSS_WITH_AES_256_CBC_SHA256,True,TLS 1.2,
8.1,TLS_DHE_DSS_WITH_AES_128_CBC_SHA256,True,TLS 1.2,
8.1,TLS_DHE_DSS_WITH_AES_256_CBC_SHA,True,TLS 1.2,
8.1,TLS_DHE_DSS_WITH_AES_256_CBC_SHA,True,TLS 1.1,
8.1,TLS_DHE_DSS_WITH_AES_256_CBC_SHA,True,TLS 1.0,
8.1,TLS_DHE_DSS_WITH_AES_128_CBC_SHA,True,TLS 1.2,
8.1,TLS_DHE_DSS_WITH_AES_128_CBC_SHA,True,TLS 1.1,
8.1,TLS_DHE_DSS_WITH_AES_128_CBC_SHA,True,TLS 1.0,
8.1,TLS_RSA_WITH_3DES_EDE_CBC_SHA,True,TLS 1.2,
8.1,TLS_RSA_WITH_3DES_EDE_CBC_SHA,True,TLS 1.1,
8.1,TLS_RSA_WITH_3DES_EDE_CBC_SHA,True,TLS 1.0,
8.1,TLS_DHE_DSS_WITH_3DES_EDE_CBC_SHA,True,TLS 1.2,
8.1,TLS_DHE_DSS_WITH_3DES_EDE_CBC_SHA,True,TLS 1.1,
8.1,TLS_DHE_DSS_WITH_3DES_EDE_CBC_SHA,True,TLS 1.0,
8.1,TLS_DHE_DSS_WITH_3DES_EDE_CBC_SHA,True,SSL 3.0,
8.1,TLS_RSA_WITH_RC4_128_SHA,False,TLS 1.2,
8.1,TLS_RSA_WITH_RC4_128_SHA,False,TLS 1.1,
8.1,TLS_RSA_WITH_RC4_128_SHA,False,TLS 1.0,
8.1,TLS_RSA_WITH_RC4_128_SHA,False,SSL 3.0,
8.1,TLS_RSA_WITH_RC4_128_MD5,False,TLS 1.2,
8.1,TLS_RSA_WITH_RC4_128_MD5,False,TLS 1.1,
8.1,TLS_RSA_WITH_RC4_128_MD5,False,TLS 1.0,
8.1,TLS_RSA_WITH_RC4_128_MD5,False,SSL 3.0,
8.1,TLS_RSA_WITH_NULL_SHA256,True,TLS 1.2,
8.1,TLS_RSA_WITH_NULL_SHA256,True,,Only used when application explicitly requests.
8.1,TLS_RSA_WITH_NULL_SHA,True,TLS 1.2,
8.1,TLS_RSA_WITH_NULL_SHA,True,TLS 1.1,
8.1,TLS_RSA_WITH_NULL_SHA,True,TLS 1.0,
8.1,TLS_RSA_WITH_NULL_SHA,True,SSL 3.0,
8.1,TLS_RSA_WITH_NULL_SHA,True,,Only used when application explicitly requests.
8.1,SSL_CK_RC4_128_WITH_MD5,False,SSL 2.0,
8.1,SSL_CK_RC4_128_WITH_MD5,False,,Only used when application explicitly requests.
8.1,SSL_CK_DES_192_EDE3_CBC_WITH_MD5,True,SSL 2.0,
8.1,SSL_CK_DES_192_EDE3_CBC_WITH_MD5,True,,Only used when application explicitly requests.
8,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA384_P256,True,TLS 1.2,
8,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA384_P384,True,TLS 1.2,
8,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256_P256,True,TLS 1.2,
8,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256_P384,True,TLS 1.2,
8,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA_P256,True,TLS 1.2,
8,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA_P256,True,TLS 1.1,
8,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA_P256,True,TLS 1.0,
8,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA_P384,True,TLS 1.2,
8,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA_P384,True,TLS 1.1,
8,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA_P384,True,TLS 1.0,
8,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA_P256,True,TLS 1.2,
8,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA_P256,True,TLS 1.1,
8,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA_P256,True,TLS 1.0,
8,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA_P384,True,TLS 1.2,
8,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA_P384,True,TLS 1.1,
8,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA_P384,True,TLS 1.0,
8,TLS_DHE_RSA_WITH_AES_256_GCM_SHA384,True,TLS 1.2,
8,TLS_DHE_RSA_WITH_AES_128_GCM_SHA256,True,TLS 1.2,
8,TLS_RSA_WITH_AES_256_GCM_SHA384,True,TLS 1.2,
8,TLS_RSA_WITH_AES_128_GCM_SHA256,True,TLS 1.2,
8,TLS_RSA_WITH_AES_256_CBC_SHA256,True,TLS 1.2,
8,TLS_RSA_WITH_AES_128_CBC_SHA256,True,TLS 1.2,
8,TLS_RSA_WITH_AES_256_CBC_SHA,True,TLS 1.2,
8,TLS_RSA_WITH_AES_256_CBC_SHA,True,TLS 1.1,
8,TLS_RSA_WITH_AES_256_CBC_SHA,True,TLS 1.0,
8,TLS_RSA_WITH_AES_128_CBC_SHA,True,TLS 1.2,
8,TLS_RSA_WITH_AES_128_CBC_SHA,True,TLS 1.1,
8,TLS_RSA_WITH_AES_128_CBC_SHA,True,TLS 1.0,
8,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384_P384,True,TLS 1.2,
8,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256_P256,True,TLS 1.2,
8,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256_P384,True,TLS 1.2,
8,TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA384_P384,True,TLS 1.2,
8,TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA256_P256,True,TLS 1.2,
8,TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA256_P384,True,TLS 1.2,
8,TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA_P256,True,TLS 1.2,
8,TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA_P256,True,TLS 1.1,
8,TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA_P256,True,TLS 1.0,
8,TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA_P384,True,TLS 1.2,
8,TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA_P384,True,TLS 1.1,
8,TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA_P384,True,TLS 1.0,
8,TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA_P256,True,TLS 1.2,
8,TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA_P256,True,TLS 1.1,
8,TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA_P256,True,TLS 1.0,
8,TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA_P384,True,TLS 1.2,
8,TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA_P384,True,TLS 1.1,
8,TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA_P384,True,TLS 1.0,
8,TLS_DHE_DSS_WITH_AES_256_CBC_SHA256,True,TLS 1.2,
8,TLS_DHE_DSS_WITH_AES_128_CBC_SHA256,True,TLS 1.2,
8,TLS_DHE_DSS_WITH_AES_256_CBC_SHA,True,TLS 1.2,
8,TLS_DHE_DSS_WITH_AES_256_CBC_SHA,True,TLS 1.1,
8,TLS_DHE_DSS_WITH_AES_256_CBC_SHA,True,TLS 1.0,
8,TLS_DHE_DSS_WITH_AES_128_CBC_SHA,True,TLS 1.2,
8,TLS_DHE_DSS_WITH_AES_128_CBC_SHA,True,TLS 1.1,
8,TLS_DHE_DSS_WITH_AES_128_CBC_SHA,True,TLS 1.0,
8,TLS_RSA_WITH_3DES_EDE_CBC_SHA,True,TLS 1.2,
8,TLS_RSA_WITH_3DES_EDE_CBC_SHA,True,TLS 1.1,
8,TLS_RSA_WITH_3DES_EDE_CBC_SHA,True,TLS 1.0,
8,TLS_DHE_DSS_WITH_3DES_EDE_CBC_SHA,True,TLS 1.2,
8,TLS_DHE_DSS_WITH_3DES_EDE_CBC_SHA,True,TLS 1.1,
8,TLS_DHE_DSS_WITH_3DES_EDE_CBC_SHA,True,TLS 1.0,
8,TLS_DHE_DSS_WITH_3DES_EDE_CBC_SHA,True,SSL 3.0,
8,TLS_RSA_WITH_RC4_128_SHA,False,TLS 1.2,
8,TLS_RSA_WITH_RC4_128_SHA,False,TLS 1.1,
8,TLS_RSA_WITH_RC4_128_SHA,False,TLS 1.0,
8,TLS_RSA_WITH_RC4_128_SHA,False,SSL 3.0,
8,TLS_RSA_WITH_RC4_128_MD5,False,TLS 1.2,
8,TLS_RSA_WITH_RC4_128_MD5,False,TLS 1.1,
8,TLS_RSA_WITH_RC4_128_MD5,False,TLS 1.0,
8,TLS_RSA_WITH_RC4_128_MD5,False,SSL 3.0,
8,TLS_RSA_WITH_NULL_SHA256,True,TLS 1.2,
8,TLS_RSA_WITH_NULL_SHA256,True,,Only used when application explicitly requests.
8,TLS_RSA_WITH_NULL_SHA,True,TLS 1.2,
8,TLS_RSA_WITH_NULL_SHA,True,TLS 1.1,
8,TLS_RSA_WITH_NULL_SHA,True,TLS 1.0,
8,TLS_RSA_WITH_NULL_SHA,True,SSL 3.0,
8,TLS_RSA_WITH_NULL_SHA,True,,Only used when application explicitly requests.
8,SSL_CK_RC4_128_WITH_MD5,False,SSL 2.0,
8,SSL_CK_RC4_128_WITH_MD5,False,,Only used when application explicitly requests.
8,SSL_CK_DES_192_EDE3_CBC_WITH_MD5,True,SSL 2.0,
8,SSL_CK_DES_192_EDE3_CBC_WITH_MD5,True,,Only used when application explicitly requests.
server 2022,TLS_AES_256_GCM_SHA384,True,TLS 1.3,
server 2022,TLS_AES_128_GCM_SHA256,True,TLS 1.3,
server 2022,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,True,TLS 1.2,
server 2022,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,True,TLS 1.2,
server 2022,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,TLS 1.2,
server 2022,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,TLS 1.2,
server 2022,TLS_DHE_RSA_WITH_AES_256_GCM_SHA384,True,TLS 1.2,
server 2022,TLS_DHE_RSA_WITH_AES_128_GCM_SHA256,True,TLS 1.2,
server 2022,TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA384,True,TLS 1.2,
server 2022,TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA256,True,TLS 1.2,
server 2022,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA384,True,TLS 1.2,
server 2022,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256,True,TLS 1.2,
server 2022,TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA,True,TLS 1.2,
server 2022,TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA,True,TLS 1.1,
server 2022,TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA,True,TLS 1.0,
server 2022,TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA,True,TLS 1.2,
server 2022,TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA,True,TLS 1.1,
server 2022,TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA,True,TLS 1.0,
server 2022,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,True,TLS 1.2,
server 2022,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,True,TLS 1.1,
server 2022,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,True,TLS 1.0,
server 2022,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,True,TLS 1.2,
server 2022,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,True,TLS 1.1,
server 2022,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,True,TLS 1.0,
server 2022,TLS_RSA_WITH_AES_256_GCM_SHA384,True,TLS 1.2,
server 2022,TLS_RSA_WITH_AES_128_GCM_SHA256,True,TLS 1.2,
server 2022,TLS_RSA_WITH_AES_256_CBC_SHA256,True,TLS 1.2,
server 2022,TLS_RSA_WITH_AES_128_CBC_SHA256,True,TLS 1.2,
server 2022,TLS_RSA_WITH_AES_256_CBC_SHA,True,TLS 1.2,
server 2022,TLS_RSA_WITH_AES_256_CBC_SHA,True,TLS 1.1,
server 2022,TLS_RSA_WITH_AES_256_CBC_SHA,True,TLS 1.0,
server 2022,TLS_RSA_WITH_AES_128_CBC_SHA,True,TLS 1.2,
server 2022,TLS_RSA_WITH_AES_128_CBC_SHA,True,TLS 1.1,
server 2022,TLS_RSA_WITH_AES_128_CBC_SHA,True,TLS 1.0,
server 2022,TLS_RSA_WITH_3DES_EDE_CBC_SHA,False,TLS 1.2,
server 2022,TLS_RSA_WITH_3DES_EDE_CBC_SHA,False,TLS 1.1,
server 2022,TLS_RSA_WITH_3DES_EDE_CBC_SHA,False,TLS 1.0,
server 2022,TLS_RSA_WITH_NULL_SHA256,False,TLS 1.2,
server 2022,TLS_RSA_WITH_NULL_SHA256,False,,Only used when application explicitly requests.
server 2022,TLS_RSA_WITH_NULL_SHA,False,TLS 1.2,
server 2022,TLS_RSA_WITH_NULL_SHA,False,TLS 1.1,
server 2022,TLS_RSA_WITH_NULL_SHA,False,TLS 1.0,
server 2022,TLS_RSA_WITH_NULL_SHA,False,SSL 3.0,
server 2022,TLS_RSA_WITH_NULL_SHA,False,,Only used when application explicitly requests.
